osm_id,code,fclass,name,x,Y
"1158876183",2303,cafe,,358758.801,4683485.476
"1158876196",2303,cafe,,358839.011,4683546.669
"1158876206",2303,cafe,დავიტი (Daviti),357957.294,4684071.419
"1158876278",2303,cafe,ბენეფიტი (Benefit),358621.783,4683462.141
"5851142585",2303,cafe,,358845.838,4683503.109
"6766678697",2303,cafe,,358623.460,4683513.028
